user_id,anime_id,score
121,19,3
42,14807,6
138,39247,0
106,66,4
38,37773,4
13,1946,4
201,35790,4
27,26123,2
73,3927,4
177,11577,4
202,145,5
211,3713,2
144,264,2
241,54722,3
248,31098,6
129,534,0
132,39938,5
245,53874,1
61,28249,3
10,39921,6
46,48780,4
239,24913,7
191,2448,5
248,996,4
233,39538,3
23,3091,5
10,9130,3
195,33674,5
123,56523,4
2,13203,4
23,6172,4
109,1483,5
221,552,4
241,10935,3
209,33486,3
248,323,2
151,3226,4
79,60445,7
175,35382,4
208,40665,4
72,59662,4
11,323,6
238,30654,7
117,5300,4
142,22819,1
43,52215,4
102,48585,0
15,44406,3
141,49590,5
139,8311,6
143,36963,0
35,53499,7
40,597,2
123,18753,3
81,2158,7
4,5258,8
69,41781,0
164,33051,3
186,186,4
170,59654,4
66,2076,4
66,9979,3
6,25879,8
161,35968,0
68,9074,3
139,55303,4
90,1023,3
121,50663,5
76,61917,4
52,27821,6
183,11061,5
77,10800,4
107,38436,4
189,9289,1
245,37956,5
57,14349,5
4,8514,8
191,38850,4
217,42670,1
18,33988,6
249,51535,3
233,61295,5
26,38790,6
203,80,3
24,12031,3
217,40729,2
238,55684,1
223,52305,3
81,5690,3
132,18689,6
213,32542,4
45,6793,3
105,14349,7
34,53526,7
248,44248,5
244,19115,3
107,54789,2
180,42670,3
154,51462,5
204,474,4
97,12115,6
38,36796,2
43,40730,5
192,5507,0
85,54974,5
19,36838,5
11,34944,2
102,431,7
17,43325,4
32,9201,3
240,2214,6
238,38373,3
90,38145,2
243,2724,5
205,50425,3
2,582,5
249,58509,6
86,53580,0
55,582,3
89,60658,7
72,24921,2
72,1910,5
236,38475,9
96,59939,1
166,50631,3
104,6864,2
150,4789,1
212,39894,1
33,1015,4
168,36949,7
68,6347,6
131,16664,6
109,10460,5
53,35839,4
144,58930,7
25,38958,1
54,36704,5
117,8740,8
46,51995,5
216,39565,3
77,39538,6
202,1915,6
96,31964,3
158,11061,3
24,30727,2
84,4565,5
215,54492,5
249,46102,8
144,11237,4
173,34537,0
241,97,5
223,24913,4
131,59841,7
182,995,0
7,41219,3
82,3931,6
130,6154,7
210,41462,0
77,37765,5
228,48375,5
225,934,5
18,1211,5
103,2951,2
209,38414,7
33,114,5
236,39547,5
37,644,8
165,59636,7
202,1289,3
31,35466,3
43,32983,4
103,50207,2
40,31552,4
135,28,1
226,1889,6
61,2890,2
174,61274,2
201,304,5
179,60279,4
245,6746,5
202,3588,5
10,255,6
125,283,4
91,534,7
185,48926,2
69,38081,8
82,15417,3
19,9563,5
24,59654,1
82,36990,2
193,93,6
172,49430,3
64,41140,0
156,49709,2
64,51289,3
223,969,5
23,41488,2
247,19775,4
67,40434,0
36,481,8
119,40397,2
138,55071,7
144,21435,3
56,29831,3
250,73,3
51,53287,7
93,47,4
228,39587,6
247,59027,3
1,371,5
105,12403,5
190,51836,7
159,52107,3
85,5258,6
187,34591,3
105,49834,0
217,57066,5
18,9088,7
171,539,6
3,39538,3
125,14513,6
250,53747,0
41,6,2
143,1418,4
223,22265,0
195,44059,1
136,2236,8
214,21419,4
134,34914,5
31,6467,4
249,29830,7
110,2828,2
145,2012,6
13,8675,1
153,21435,6
133,50275,7
148,1376,4
65,1367,4
166,7311,4
54,56960,9
123,16918,3
40,38414,2
206,44406,6
5,34437,6
174,4224,9
157,2418,4
163,30415,2
93,3002,1
70,11001,5
244,28977,5
207,41061,5
59,49587,3
76,53447,9
89,5040,5
165,59226,6
110,6582,5
147,55911,7
222,5494,6
91,38000,8
97,851,4
127,22507,5
228,49052,5
7,32836,4
22,49574,6
12,38790,3
122,39071,7
56,53879,3
213,54444,6
18,46431,9
30,331,4
20,31757,3
107,15323,0
71,54029,3
34,55310,3
150,30279,6
110,19111,5
23,18619,8
182,1210,5
114,57524,6
177,6945,5
187,58502,4
214,9734,10
243,22265,8
139,48830,4
145,1425,4
27,39585,0
171,255,4
181,42886,5
121,2685,5
56,53747,0
237,31380,8
168,1279,3
178,37055,7
209,49926,4
197,6467,7
126,30902,4
56,8525,6
168,8247,5
84,31339,4
1,35111,2
67,6211,7
53,22789,4
216,451,7
214,32863,5
64,50796,2
167,10218,5
87,51898,4
1,759,7
135,627,2
98,1491,7
163,12189,6
95,4981,1
221,6582,7
216,42923,9
110,31149,8
161,31646,4
166,1366,4
116,56784,3
183,11843,2
61,30902,2
223,57555,5
247,21469,1
189,32188,2
246,39619,0
42,8369,4
109,5348,3
250,52578,4
13,56894,4
219,15731,3
232,441,0
16,8937,7
61,1142,6
141,12815,1
193,331,8
42,3784,5
41,2004,5
52,25781,10
190,32370,4
64,4282,3
235,45,5
249,33221,5
173,23755,3
42,55888,5
6,3931,9
92,57264,4
194,1382,3
128,34021,4
206,30240,6
167,36106,9
199,22135,3
12,55692,2
201,32282,3
224,34591,3
116,1921,4
77,59306,7
238,39538,6
198,6591,7
224,885,0
2,36296,4
61,19123,4
240,2829,5
128,7588,1
13,25879,6
160,1485,3
179,6702,3
88,36838,5
27,30415,3
144,52701,3
242,37055,6
3,3016,5
96,2924,6
57,48580,3
127,57616,4
119,49613,5
218,38435,5
15,2753,4
112,304,1
138,6547,0
190,10721,4
130,50183,0
224,302,4
162,32902,3
39,232,5
74,23327,0
112,2112,3
250,6945,6
3,255,7
201,10087,1
76,6171,8
114,37972,3
120,12115,7
130,1974,6
59,34902,3
138,37029,3
167,34542,6
72,24405,4
180,35466,2
117,780,5
209,38201,3
168,1483,4
219,50739,4
243,1485,2
170,4565,5
7,59077,4
133,228,8
125,6904,3
158,59205,0
179,55315,1
226,39167,4
38,37450,4
85,18617,2
174,50444,7
30,254,3
5,56738,7
113,449,4
205,50114,2
198,10588,1
97,51805,6
55,9979,7
114,38409,7
154,49413,1
103,177,2
235,41488,5
173,1535,4
238,23249,6
174,54829,6
23,33970,8
96,56352,8
197,31711,6
90,9617,6
96,49387,3
55,31553,5
110,35798,4
50,164,4
110,51096,5
26,52588,7
236,1210,4
98,36754,6
31,37109,7
217,4725,4
98,228,3
75,50528,4
129,11239,6
105,35110,5
84,7720,6
26,2451,7
45,52588,4
109,9734,3
33,3713,6
56,36474,5
42,11531,4
153,39178,3
93,25801,4
160,37341,2
206,120,5
94,18897,2
117,4454,2
98,33446,4
18,58514,8
14,2025,8
14,18,4
183,49858,6
147,569,4
196,820,5
112,44412,6
205,38850,4
24,74,3
239,11359,6
168,58517,4
86,24151,6
239,5507,9
1,38080,4
159,392,1
34,50403,6
69,11237,6
29,39681,6
97,38578,8
12,60334,9
140,30364,4
178,49776,7
32,28881,7
209,41781,8
16,34440,4
121,45055,5
163,54285,3
213,22297,6
86,22265,8
225,33089,5
222,6154,6
60,52976,3
155,28881,9
70,39167,0
126,55071,3
248,4722,2
192,38481,1
41,2985,4
77,11001,5
34,33089,6
240,40815,3
94,38414,5
233,1559,2
73,1842,0
97,34561,8
226,48661,4
83,5494,4
85,1172,5
222,14349,5
167,1470,6
156,33255,2
3,37055,6
58,37141,7
222,31380,4
16,9260,5
168,46654,3
132,30503,5
12,969,2
146,3713,5
224,6152,4
178,5485,7
31,6802,8
146,25517,3
242,323,7
187,53447,4
37,36470,6
162,6927,3
227,44087,3
4,36885,3
223,41120,7
89,51958,9
97,50183,3
155,62352,2
234,1470,8
173,3701,3
121,28999,6
237,32995,6
250,35839,1
128,464,3
5,407,9
57,48426,7
124,21647,5
148,38691,2
77,30413,5
173,46569,3
32,27821,3
12,16241,4
210,7592,7
147,39196,7
50,56165,8
89,53223,5
75,8532,0
77,9751,4
154,51898,2
181,14813,2
231,20583,4
227,11771,4
148,50709,0
227,31227,0
114,1257,5
66,1506,5
194,48895,6
31,39575,2
144,52107,5
25,51678,3
79,880,3
136,38249,4
158,5835,3
120,35857,6
132,39592,3
201,1914,1
224,9513,6
137,43556,6
93,10165,6
193,1575,7
113,41590,8
30,42670,3
242,18689,3
64,57025,7
36,1485,4
200,60326,2
193,3091,8
92,14353,8
48,3783,2
153,9253,4
90,57635,4
90,644,1
167,22673,10
202,31988,4
69,12413,7
199,42894,3
147,23249,5
189,1719,1
242,39651,6
249,199,7
190,40080,6
34,31646,4
141,52741,6
127,986,2
243,39195,6
81,40392,3
47,19115,6
33,38027,5
74,59306,4
76,4477,7
75,21185,3
219,8532,3
193,32871,8
159,48779,2
49,43609,1
4,57635,7
65,263,1
161,10643,3
81,1824,8
78,22583,5
167,10460,4
200,12115,4
18,37510,8
18,3016,4
188,45055,5
41,856,5
111,37976,4
24,33988,5
250,39741,1
156,1367,1
195,5680,6
123,51105,3
157,38491,5
243,35737,3
62,4814,6
123,7655,7
209,232,7
150,39592,5
78,2175,3
127,20057,5
61,42203,5
244,34944,5
146,2594,1
164,37870,4
137,52588,5
31,35424,3
138,57864,2
88,37501,3
5,50330,7
226,53888,3
121,17909,5
63,15227,2
169,154,8
117,56165,5
24,31783,3
245,4898,6
106,16067,5
35,5096,5
187,33674,3
237,42203,5
96,55745,1
25,10092,5
66,55701,6
93,5040,2
143,37765,3
79,56538,3
62,39486,5
119,199,8
85,1571,3
214,25879,4
220,2246,4
250,58514,6
54,1281,4
34,41487,7
202,36949,5
240,10379,3
18,49782,5
231,50612,5
194,8063,0
163,3785,3
33,1412,5
91,48561,7
142,39535,4
9,35790,2
132,9963,1
40,52308,4
62,6024,3
169,21995,5
189,22125,3
170,56752,4
183,15989,4
190,49521,6
47,54005,4
123,52215,3
3,49596,7
230,416,4
120,52505,5
107,2273,4
3,584,5
205,2582,7
31,18115,2
127,50399,1
15,1376,7
180,55310,5
234,10534,7
29,6984,5
65,12531,8
75,55911,5
203,59833,4
96,2828,4
170,7465,6
48,12431,7
176,48375,5
46,957,6
220,9751,4
235,21473,5
34,4053,7
186,137,5
195,54789,8
209,28907,5
184,57390,6
121,53411,8
31,15809,8
156,2402,0
155,1281,2
233,54865,3
216,1382,2
97,49220,4
56,28539,3
173,49430,3
183,35079,3
35,29829,9
132,54865,6
9,16001,4
238,58744,4
200,39477,0
153,4772,5
199,57066,6
172,6586,6
137,72,7
186,59791,4
97,30902,3
146,452,4
114,29093,0
145,40735,4
13,41782,9
61,18397,5
68,30311,7
15,31783,4
201,30778,2
105,44940,2
246,34451,4
126,37141,2
38,39921,4
157,45055,3
204,33446,3
6,36214,3
83,449,4
174,33674,7
37,42938,6
227,59150,3
120,4081,3
109,54650,4
60,37989,4
123,32792,0
167,32281,9
133,479,5
94,15335,3
165,48426,6
211,49733,5
81,16904,7
119,567,4
84,52747,4
116,50631,5
229,10278,4
208,32366,2
96,2966,5
158,50399,0
223,40956,4
202,38524,6
7,54123,4
12,28539,0
118,1594,4
96,31490,2
210,44068,2
24,35984,5
81,51116,4
159,60544,4
106,34591,6
76,12531,5
80,53881,4
176,50608,9
216,39619,0
178,50663,5
14,966,3
124,40834,9
19,578,8
180,47,5
165,1482,5
212,37171,5
249,33049,6
43,42266,4
68,1453,3
231,36653,9
197,38671,3
141,20847,3
188,22265,5
82,28025,3
11,58939,4
165,22535,4
140,61508,3
156,55813,2
82,1281,3
73,8038,5
6,8142,8
129,52193,3
219,60445,3
71,60593,4
139,20899,2
140,1372,5
40,40615,7
61,6444,3
1,1575,2
105,12413,3
167,50401,8
15,51039,2
209,10012,6
214,42940,5
242,22507,1
197,49570,4
1,56196,1
238,54650,4
81,24893,6
17,59385,9
213,35972,5
250,54856,6
5,53199,6
118,440,1
87,36456,2
96,51367,0
248,42249,3
117,33091,6
3,49627,7
100,56894,4
124,10049,2
223,59939,5
88,19123,4
44,6811,3
152,4163,5
95,12021,7
243,32995,5
246,40620,1
61,37873,3
93,40082,4
165,7054,4
73,58567,5
230,12445,5
138,9734,5
13,21867,5
213,71,4
173,202,3
125,41488,5
123,34134,1
134,32681,5
141,36538,6
99,49469,7
114,51116,5
107,23273,3
157,52747,6
177,4087,3
199,890,5
5,32551,7
179,6438,0
52,51462,5
204,58143,4
22,10278,2
23,35672,4
147,8937,4
250,31741,5
17,38080,5
205,49891,2
170,58514,7
210,996,4
98,512,7
103,813,3
196,55701,3
179,427,0
238,38249,7
69,889,6
156,1974,1
78,21339,2
34,7311,6
217,50613,5
229,40540,5
166,57217,5
105,1210,4
180,31765,6
51,53446,5
33,40935,6
33,53126,7
133,31051,3
195,1015,7
216,41781,0
5,9396,4
202,302,5
208,12477,8
70,11359,7
45,35075,2
131,10090,8
70,33845,1
28,1023,3
39,4039,6
23,41782,9
81,35507,4
231,4886,4
107,6505,4
77,24439,6
172,33443,5
171,38410,3
169,28735,4
171,50796,2
101,36371,6
88,6467,6
182,59145,4
113,51769,2
197,21185,5
69,54974,8
141,37029,6
159,995,3
208,38349,4
54,52215,6
219,17,5
194,1293,5
42,56785,3
208,52093,6
112,28677,3
32,61784,4
61,51805,5
35,57433,7
160,21419,7
209,37306,5
45,48491,2
151,44055,8
35,8190,1
221,34577,4
240,1824,6
97,658,6
116,4835,3
16,323,4
37,60279,3
27,11813,4
64,40861,5
98,11001,3
35,42886,2
172,7711,6
133,12017,5
42,15809,8
89,23283,4
8,50114,3
50,8675,6
190,2623,7
174,4835,8
101,37989,5
185,56662,2
133,431,6
236,49834,8
165,345,4
126,39468,1
141,317,7
172,1571,2
49,49721,1
20,37924,8
89,1050,6
78,38790,4
36,2593,5
191,52741,2
46,59939,5
60,48569,2
89,33049,6
91,52107,4
6,5114,6
125,38081,6
198,28223,4
130,35111,5
202,51815,3
230,9734,6
203,40434,3
116,38373,5
151,29829,7
83,2450,7
198,50425,4
221,38436,4
161,35972,5
165,10271,5
203,12021,2
71,14719,6
106,35760,5
62,114,7
217,39565,3
110,59419,1
102,2828,6
61,25781,7
186,56785,7
60,3702,5
119,1974,7
27,1007,3
135,645,1
14,1519,4
205,55684,2
105,51898,6
10,7655,6
64,58492,9
24,31733,5
179,3673,5
33,56165,6
91,1367,4
225,6152,3
214,7471,4
66,40956,7
56,18429,4
203,43325,4
176,40215,6
210,1008,6
217,36896,3
61,32863,2
238,2035,6
98,38594,3
204,12431,4
41,6772,2
91,43556,1
189,34822,3
67,53540,0
65,21419,4
44,2158,4
212,451,5
7,59095,3
22,52198,4
203,55733,4
15,517,5
153,44059,7
111,9926,5
89,34822,8
61,1412,4
9,12113,4
99,9289,3
237,34161,4
136,40730,6
75,17549,7
140,37932,3
247,32188,2
234,38027,4
170,10495,4
56,57183,3
157,18055,6
135,37962,0
200,37976,3
100,53367,7
86,61517,5
9,856,1
112,51462,8
141,16904,4
116,44248,3
33,3702,4
145,39585,4
132,36538,6
142,6945,4
146,52865,4
231,3701,3
213,4901,6
23,58517,3
50,2828,2
18,2463,8
46,57066,5
74,55745,5
64,50273,3
78,11239,8
102,10935,5
168,52229,8
92,21405,3
207,1520,4
153,31711,4
222,28771,5
239,33502,6
225,31658,2
242,54791,3
112,40269,7
25,40748,7
165,467,6
88,41084,3
164,10033,4
103,31988,3
100,2175,1
51,12431,7
13,39938,8
46,5,4
112,59361,3
26,50203,2
66,34612,7
121,120,6
209,27775,6
59,60489,1
165,22817,4
115,36369,4
186,48405,8
123,11237,0
40,46095,4
102,10357,5
182,28249,4
10,52211,4
99,12431,3
98,1418,2
136,38422,6
198,462,3
249,8425,4
66,516,6
239,1946,6
1,56609,4
224,38524,6
220,8247,5
7,33970,6
86,41433,3
137,40854,4
249,38349,6
169,58125,8
185,16706,3
121,338,7
160,38475,2
127,3927,6
16,1719,5
242,61952,3
23,35191,9
139,338,6
143,32491,0
88,15417,4
197,5162,5
69,20507,3
59,50593,4
61,49776,3
233,37109,5
3,61274,5
73,53129,5
238,55644,4
138,2676,5
182,41140,3
220,10080,3
161,48375,4
99,35363,8
22,21647,5
13,60988,5
83,3297,5
4,40269,8
249,8740,9
95,40664,3
247,49909,8
205,40906,3
187,5507,3
175,267,5
66,6773,7
177,2828,5
205,10278,3
11,39495,4
182,31240,4
44,44196,0
200,24701,6
176,1372,6
203,59389,2
196,35806,6
149,18617,2
21,3702,4
50,20651,4
245,37924,0
151,30902,6
75,1506,1
63,31553,3
163,55745,3
77,59969,7
116,53129,4
68,51318,5
89,6115,6
166,59177,4
225,11001,3
36,59791,3
79,12117,4
189,51995,4
170,540,7
96,7471,2
73,53881,9
236,427,5
124,40542,1
200,2582,3
44,33071,5
206,2890,5
31,40269,3
42,801,3
79,40024,1
88,57647,8
69,11843,5
180,40416,7
231,38889,3
67,25835,6
103,39741,0
7,16239,2
9,7724,5
158,1240,3
104,6152,2
7,49200,5
49,43439,5
179,1253,5
14,33206,6
205,38680,4
74,2559,6
39,10863,3
82,19319,6
237,2449,3
223,42091,4
58,11597,3
182,21877,5
5,474,8
178,1364,5
159,35363,1
232,2164,2
157,2471,2
130,23225,4
152,58514,7
41,49413,6
42,53874,6
176,6372,2
238,50160,6
133,40351,5
15,37869,2
85,46431,2
74,27663,5
85,36474,6
93,6582,1
71,12117,3
36,38958,8
119,27633,3
165,40664,8
168,32122,5
96,9745,3
48,34547,2
202,22097,8
245,2471,3
245,1470,4
230,58125,0
44,3927,4
99,10271,5
142,60787,4
216,3907,7
25,32948,5
248,1211,3
37,1379,3
6,15039,5
124,40858,2
55,42429,8
153,37078,6
170,1254,3
137,1096,5
179,11123,3
236,25801,3
40,23777,3
94,567,6
233,38958,0
148,41781,9
37,2753,9
147,9088,5
223,2004,5
220,2961,3
124,59360,2
23,9790,6
75,38003,5
176,3782,4
205,33354,0
196,41674,2
165,12531,6
226,40906,4
220,51180,4
59,42956,2
138,56196,4
246,34577,5
103,36699,4
60,4772,4
191,31812,2
215,12531,5
18,51019,8
153,617,4
234,50587,8
16,2313,4
67,10717,6
130,42894,6
215,32,4
111,33280,5
96,5029,6
20,35788,5
152,1363,6
228,40421,9
248,60098,4
205,15117,2
6,31592,5
152,1827,6
153,21327,2
181,12431,2
23,35972,3
144,4835,5
194,30415,5
147,13331,6
154,121,5
188,28701,6
14,50407,5
79,38410,3
197,7304,0
67,36862,3
43,35067,2
113,1015,6
47,93,6
22,4596,4
86,53411,2
71,407,3
44,11577,3
240,33255,6
75,875,3
58,49701,7
176,11577,5
204,48580,7
188,52093,4
29,35466,2
125,18397,4
184,41590,7
166,740,6
110,48791,3
44,36838,5
177,22265,4
33,37033,5
248,5420,0
56,49220,4
227,20517,2
37,889,7
221,51297,5
193,20767,8
42,32370,5
52,26213,0
20,35120,5
76,874,6
240,37999,7
75,42847,1
187,58448,5
227,54035,7
151,7222,5
148,1008,3
4,56352,2
115,589,0
8,59953,4
194,39538,5
115,1430,2
35,56960,7
52,31733,5
28,22777,4
209,55357,8
51,1211,5
240,16001,8
136,54790,3
55,1089,5
57,49458,4
125,28851,3
88,28881,4
131,53129,3
249,46352,8
33,440,5
71,35672,2
137,38619,6
210,3673,2
111,15335,5
122,25313,5
177,5205,6
85,15335,3
26,52684,4
133,55818,5
46,35658,6
33,1239,7
50,5781,6
143,951,4
99,44200,5
95,7270,0
142,7592,4
113,31953,3
62,7304,7
22,9790,2
185,10049,6
132,28669,5
154,759,4
100,1418,2
125,5074,5
142,449,5
131,1289,6
50,3603,2
225,72,3
51,4772,0
63,996,2
106,50273,7
27,39547,2
132,38481,8
234,51678,5
153,731,3
47,60131,3
236,2164,6
188,2174,2
32,779,5
23,35062,3
183,21647,4
113,10721,2
201,37379,6
115,44,5
132,35382,9
177,1023,2
210,55690,2
145,2104,5
34,60326,7
172,37779,8
167,32915,7
244,33970,4
96,37033,3
19,48780,5
74,36561,4
178,10218,5
104,60787,4
226,40815,3
76,51297,7
14,12725,4
225,50796,0
158,24135,3
42,5040,2
221,60988,2
44,10162,1
175,82,6
89,27775,5
70,59612,3
183,42429,3
66,37341,4
177,60334,4
235,4722,5
231,2499,5
235,32792,5
193,36369,5
171,10278,3
205,918,3
232,36513,4
235,32792,5
99,10721,6
5,51096,2
40,5680,3
1,56243,0
39,30654,5
130,51916,3
163,589,2
9,58744,3
142,32615,2
83,2450,7
55,572,7
242,37306,8
80,51916,6
190,51218,7
226,25517,5
141,8740,7
59,52741,3
98,42203,6
111,567,7
196,16239,4
43,452,4
156,40571,5
22,4454,3
145,56784,6
101,65,3
188,54839,8
45,40858,3
84,2582,6
3,50425,4
131,7762,4
99,7062,4
153,4477,6
118,5420,1
249,51297,7
228,57264,7
125,34626,7
127,38826,7
237,44218,3
29,486,7
64,36296,5
123,13759,1
13,25015,2
190,19775,5
150,32998,2
19,36649,6
101,54722,5
128,132,5
153,16664,1
145,37176,5
121,51769,9
176,5310,5
158,52093,3
245,32937,5
218,37985,3
8,39894,6
34,40956,6
121,37804,5
160,38337,2
106,31821,6
236,2174,5
204,233,4
170,34902,5
117,10800,3
222,6746,2
24,36369,6
149,51836,5
52,813,3
238,45649,5
78,28677,5
245,60572,3
210,38337,2
51,35798,7
219,479,2
48,9253,2
204,38790,5
136,19511,4
38,401,6
250,51716,7
204,39597,5
180,32935,6
74,56175,5
104,9890,1
213,57592,4
125,9724,5
123,30503,2
59,37965,2
229,95,3
233,59459,5
87,1535,0
158,11665,1
83,10717,8
137,34973,5
184,12017,4
145,2164,7
6,522,8
155,50602,5
134,28249,6
175,6772,6
77,95,5
28,40111,3
118,40080,5
123,30413,5
238,43608,8
49,645,4
133,558,3
131,23225,2
96,50709,0
195,1007,5
65,53111,6
149,2618,6
179,36456,7
192,16664,6
46,37430,6
62,42351,6
188,6956,3
42,54968,6
111,37078,4
221,51678,5
44,267,4
215,57993,9
22,37501,8
78,969,4
161,32983,5
136,400,6
150,2951,4
231,37033,5
46,36028,5
183,59619,7
73,50399,7
109,26123,5
84,2605,5
80,2025,9
84,40748,7
59,40082,3
88,44586,6
180,5941,6
222,38710,5
174,28069,7
57,233,5
170,7592,3
222,55303,2
114,32188,3
83,52211,4
78,1240,2
151,7465,8
114,23251,7
32,10717,3
101,40046,6
119,33191,4
85,4789,4
77,60022,7
216,34439,0
182,28957,2
173,37621,4
194,44586,4
43,37171,0
155,4981,2
75,37141,1
141,39196,5
143,54870,2
225,54029,6
28,16395,3
124,54865,6
198,52701,5
249,54790,6
27,44059,7
134,56524,4
77,32869,6
45,5040,1
173,38422,4
29,666,8
22,35111,1
40,38993,4
158,40935,5
247,97,3
161,34745,4
6,38337,6
225,13535,2
94,23293,5
132,37972,6
62,23317,5
150,48585,6
217,44087,4
80,5485,6
201,53127,0
145,51536,6
66,42423,5
73,132,3
114,4981,5
203,15989,3
129,74,5
113,58535,7
246,995,6
231,5341,3
79,35838,4
69,72,5
249,534,7
112,23225,4
200,23847,6
76,2665,6
164,3572,6
22,23755,6
59,55889,5
9,11665,3
201,14513,2
100,54595,2
163,1887,3
145,38668,5
224,56653,0
230,3785,4
145,32915,6
88,23251,4
195,51105,3
181,856,6
60,877,5
242,9260,5
160,59841,3
180,54900,6
113,29755,5
207,12355,4
55,1535,5
212,37804,6
198,39247,4
246,40052,6
48,57616,5
135,55454,2
216,55889,6
101,8197,7
15,6793,2
91,40852,3
115,589,1
231,34822,4
215,13125,3
199,3702,3
226,34944,4
141,60285,5
168,56165,5
210,41488,5
241,35737,5
176,4107,3
199,53879,0
99,42847,6
212,33519,6
85,52976,6
1,37786,2
123,59828,0
179,38422,3
74,186,4
240,21185,8
131,7711,5
193,55889,4
245,48583,7
225,39894,3
14,2623,5
68,49733,1
239,1535,4
76,50207,8
173,36370,2
178,54870,9
84,5460,6
23,40044,1
223,28479,5
149,93,0
2,28,6
157,48548,4
44,40059,2
43,37958,5
133,33050,8
1,512,6
160,2035,0
59,34572,3
19,39247,8
203,36963,6
108,32542,5
166,32551,3
87,7222,4
233,7627,4
224,2034,4
237,54856,6
21,52308,6
97,15487,6
1,4280,5
74,10165,2
62,31592,7
79,37306,4
33,40215,6
150,3927,5
160,5162,1
191,50399,3
250,55813,5
19,388,8
2,30276,4
204,15989,0
250,12069,3
95,20767,5
19,42290,6
167,210,5
79,35672,3
66,41462,0
70,18619,2
88,36474,4
13,28171,4
53,59619,4
34,11123,2
106,40591,7
237,6637,3
112,517,3
137,1096,5
106,37959,5
97,11237,5
143,56980,2
235,6444,5
103,39495,4
97,1088,6
218,30415,3
136,9656,9
245,34096,5
241,50613,3
130,7044,5
19,38481,5
74,54915,4
128,60098,6
86,44388,0
13,32370,5
8,56784,2
222,245,3
125,29831,5
18,40024,5
9,1002,1
15,54285,3
161,22265,6
221,38002,5
92,8247,7
115,5205,2
163,452,2
98,59939,4
196,22819,7
51,51680,0
1,4789,2
157,43609,1
151,51815,5
24,3604,0
244,35503,2
117,40906,6
98,19,2
250,20899,5
158,33095,2
102,22673,2
35,2759,4
12,54870,2
52,35860,2
55,450,5
65,48895,4
236,47257,3
207,40615,7
152,233,3
27,48561,4
149,90,1
116,481,1
212,54744,4
74,38410,1
75,9000,4
193,40416,6
121,39196,5
36,54444,6
177,55748,6
10,263,9
23,123,4
214,55651,3
101,37822,2
15,44087,4
3,48736,4
57,16706,5
172,856,3
223,4811,7
71,40854,8
124,3786,4
46,7655,5
22,9441,9
131,51096,1
212,875,8
58,54726,3
40,3786,4
174,32828,0
24,59062,3
208,31380,3
153,25517,6
85,32792,3
94,535,5
103,21995,2
233,53065,9
8,3702,3
36,2164,3
43,1985,5
100,10800,6
33,138,6
231,1594,2
44,3091,4
50,30276,3
170,42745,5
57,22777,3
116,24833,6
183,21899,2
135,30276,1
247,40262,5
237,22535,3
51,6675,4
201,3750,5
124,55651,1
150,28881,3
69,10935,2
56,49785,4
59,2952,4
186,1211,7
117,12115,5
107,73,5
203,49220,4
54,50172,6
49,54744,2
127,23321,1
234,40664,2
65,28669,7
59,8142,1
152,8740,6
61,3841,2
143,21185,4
167,777,6
148,135,5
249,18849,5
75,38081,7
74,49858,6
102,17549,2
93,55644,4
32,29093,0
168,877,3
193,20899,6
33,41402,7
166,42886,7
118,40111,2
159,44511,5
130,3014,2
69,49613,6
138,58509,4
162,45577,7
73,59077,8
117,35079,7
132,36214,6
25,2994,5
18,20,6
218,42940,5
101,123,4
8,18671,6
222,3750,5
22,265,6
77,50667,8
171,50739,0
156,4039,1
63,1557,4
144,40852,2
52,57487,0
90,7222,5
221,28249,3
197,25303,5
145,324,2
48,38917,6
145,40540,5
67,54974,4
142,38993,4
249,51440,8
238,74,6
20,170,6
70,331,6
205,15059,7
81,3588,4
125,6115,5
243,6046,3
68,228,4
56,49458,4
2,2214,6
221,10162,7
163,48903,2
46,55823,4
250,39597,4
115,35466,6
176,50172,6
101,467,6
165,10534,8
126,34577,2
78,40372,6
245,34438,4
20,57647,3
73,47257,6
125,37442,4
167,58744,6
55,59969,8
232,55692,3
212,53874,6
196,38040,4
105,5005,3
126,29755,4
235,138,6
58,36885,5
175,31592,4
50,36896,4
57,37141,5
104,34572,3
178,759,7
238,32792,4
139,7311,4
187,44068,7
179,8525,0
156,38409,1
218,5682,4
200,18179,5
118,31174,4
26,60557,5
81,20847,2
234,57353,3
32,27633,2
212,18055,6
232,33191,4
233,35321,5
132,31772,6
207,8369,4
122,516,4
3,39477,7
113,39597,2
88,1486,6
232,56752,5
176,44235,5
215,2236,4
52,7711,1
165,14511,8
96,50275,5
5,853,6
130,58059,6
149,398,1
69,33255,5
13,11577,5
209,52364,5
150,7054,7
223,18139,2
150,23775,3
175,1253,4
191,3228,6
108,43325,6
112,29893,5
219,31989,3
177,12029,7
173,55102,0
47,2752,0
242,10408,4
167,59953,5
15,55809,0
72,5712,5
21,18619,4
149,34284,4
133,48780,6
173,265,2
150,34591,3
149,31764,2
106,2787,7
243,49430,3
235,30279,5
121,33095,7
145,32836,4
158,2581,4
110,61295,5
204,2001,3
155,49570,2
36,16916,2
18,60108,8
72,30484,4
112,33050,7
86,12189,5
134,37959,0
191,34636,3
155,10162,5
98,39196,5
32,264,3
88,48375,3
52,37109,4
130,36480,4
219,427,6
20,8426,4
131,56243,6
140,60022,5
246,3001,4
