uid,title,link,synopsis,score,ranked,popularity,members,episodes,genre
37497,Irozuku Sekai no Ashita kara,https://myanimelist.net/anime/37497/Irozuku_Sekai_no_Ashita_kara,"Despite the kaleidoscopic magic ingrained in everyday life, Hitomi Tsukishiro's monochrome world is deprived of emotion and feeling. On a night as black and white as any other, amidst the fireworks spreading across the sky, Hitomi's grandmother Kohaku conjures a spell, for which she has been harnessing the moon's light for 60 years, to send Hitomi back in time to the year 2018 when Kohaku was in high school.  Hitomi's mission seems unclear, but her grandmother assures her that she will know when she gets there. Following a trip through time aboard a train driven by a strange yellow creature, Hitomi finds herself in stoic artist Yuito Aoi's room, and his drawings flood her world with color. What is Hitomi's purpose there, and why do Yuito's drawings return such breathtaking color to her drab world?  [Written by MAL Rewrite]",7.52,1969,743,356759,13,"['Drama', 'Fantasy', 'Romance', 'Love Polygon', 'School', 'Time Travel', 'Urban Fantasy', 'Visual Arts']"
13403,Inu x Boku SS: Miketsukami-kun Henka/Switch/Omamagoto,https://myanimelist.net/anime/13403/Inu_x_Boku_SS__Miketsukami-kun_Henka_Switch_Omamagoto,Unaired episode released with the seventh volume of the Blu-ray & DVD. It consists of three short episodes newly written by the manga author Fujiwara Cocoa. Fujiwara also designed a new character called Hana-chan for the episode.,7.52,1968,2398,94375,1,"['Comedy', 'Supernatural', 'Shounen']"
28771,Yu☆Gi☆Oh! The Dark Side of Dimensions,https://myanimelist.net/anime/28771/Yu%E2%98%86Gi%E2%98%86Oh_The_Dark_Side_of_Dimensions,"Obsessed with revenge against the King of Games, Seto Kaiba commences an excavation in Egypt to find the fragments of the Millennium Puzzle, which once retained the spirit of the ""counterpart Yuugi."" However, a cloaked man steals two pieces of the Puzzle and disappears before it could be reconstructed. Meanwhile, now in their final year of high school, Yuugi Mutou and his friends plan for their futures, unaware of the danger lurking close by.     tells the tale of vindictive forces distorting reality in whatever way they please. Will Seto and Yuugi move past their differences and save the world, or will Seto's own greed get the better of him?  [Written by MAL Rewrite]",7.52,1967,2543,85754,1,"['Adventure', 'Strategy Game', 'Shounen']"
50114,Yuan Zun,https://myanimelist.net/anime/50114/Yuan_Zun,"A young man with his brush plunges into a chaotic world and lights up the heavens. In a world where cultivators are paramount, will the vermilion bird swallow the dragon, or will the dragon transcend beyond all else?!  (Source: Wutopia)",7.52,1966,11342,2655,26,"['Action', 'Adventure', 'Fantasy', 'Martial Arts']"
38435,Yao Shen Ji 3rd Season,https://myanimelist.net/anime/38435/Yao_Shen_Ji_3rd_Season,Third season of  .,7.52,1965,7214,9362,40,"['Action', 'Adventure', 'Fantasy', 'Romance', 'Martial Arts', 'Mythology']"
28677,Yamada-kun to 7-nin no Majo,https://myanimelist.net/anime/28677/Yamada-kun_to_7-nin_no_Majo,"When Ryuu Yamada entered high school, he wanted to turn over a new leaf and lead a productive school life. That is why he chose to attend Suzaku High School, where no one would know of his violent delinquent reputation. However, much to Ryuu's dismay, he is soon bored; now a second year, Ryuu has reverted to his old ways—lazy with abysmal grades and always getting into fights.  One day, back from yet another office visit, Ryuu encounters Urara Shiraishi, a beautiful honors student. A misstep causes them both to tumble down the stairs, ending in an accidental kiss! The pair discover they can switch bodies with a kiss: an ability which will prove to be both convenient and troublesome.   Learning of their new power, Toranosuke Miyamura, a student council officer and the single member of the Supernatural Studies Club, recruits them for the club. Soon joined by Miyabi Itou, an eccentric interested in all things supernatural, the group unearths the legend of the Seven Witches of Suzaku High, seven female students who have obtained different powers activated by a kiss. The Supernatural Studies Club embarks on its first quest: to find the identities of all the witches.  [Written by MAL Rewrite]",7.52,1964,254,837520,12,"['Comedy', 'Mystery', 'Romance', 'Supernatural', 'Harem', 'School', 'Shounen']"
32681,Uchuu Patrol Luluco,https://myanimelist.net/anime/32681/Uchuu_Patrol_Luluco,"Living an abnormal existence in Ogikubo, an intergalactic melting pot of humans and aliens as well as the only Space Immigration Zone on Earth, Luluco is a bubbly middle school girl who just wants to be normal. One morning, however, her father, who works at the Space Patrol, eats a volatile sleep capsule by mistake and is frozen solid! To make matters worse, Luluco accidentally breaks him, so she hurries off to his office for help. There, the chief of the Space Patrol, Over Justice, hires Luluco as a space temp worker for undercover investigations, so that the institution may crack down on crime within her school.  Made to don the Space Patrol suit and sent on her way to mete out justice, Luluco attempts to maintain the image of a normal girl who does not stand out in any way. But she soon discovers that with the automatic systems and inherently zealous judiciousness of the Space Patrol suit, continuing to be normal will be more difficult than she thought.  [Written by MAL Rewrite]",7.52,1963,1631,159038,13,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Parody', 'Space']"
8197,So Ra No Wo To Specials,https://myanimelist.net/anime/8197/So_Ra_No_Wo_To_Specials,"Two extra episodes included in the Blu-ray and DVD volumes 4 and 7 of ""Sora no Woto"".  The first, episode 7.5, takes place during the series. Felicia proposes a mock battle between the maidens after Kanata sees Rio opening the door to the distillery. If Kanata can win, they'll tell her the truth about the secret room. However, things get out of hand when alcohol gets involved!  The second, episode 13, takes place after the series ends. One of the local children asks Kanata what her dream is. Unable to answer, Kanata talks to the other characters about their dreams and goals.",7.52,1962,4635,28032,2,"['Sci-Fi', 'Slice of Life', 'CGDCT', 'Iyashikei', 'Military', 'Music']"
2498,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,https://myanimelist.net/anime/2498/Slam_Dunk__Shouhoku_Saidai_no_Kiki_Moero_Sakuragi_Hanamichi,"After losing the titanic match against Kainan High, Team Shohoku and a newly shaven Hanamichi Sakuragi are challenged to an exhibition match by virtual basketball unknowns Ryoukufu High. Coach Anzai sees this as an opportunity for Shohoku to regain their confidence, but Ryoukufu are revealed to have a newly assembled championship calibre lineup and may give Sakuragi & Co their toughest test yet.  (Source: ANN)",7.52,1961,5407,19277,1,"['Sports', 'School', 'Team Sports', 'Shounen']"
55740,Shen Lan Qi Yu Wushuang Zhu: Tianmo Pian,https://myanimelist.net/anime/55740/Shen_Lan_Qi_Yu_Wushuang_Zhu__Tianmo_Pian,No synopsis information has been added to this title. Help improve our database by adding a synopsis  .,7.52,1960,14674,1028,15,"['Action', 'Fantasy']"
37007,Hinomaruzumou,https://myanimelist.net/anime/37007/Hinomaruzumou,"In professional sumo, there are no weight classes. It's a savage sport where the strongest survive, and anyone willing to test their mettle can step into the ring. There is, however, a minimum size requirement to be a pro sumo wrestler, and young Hinomaru Ushio, incredibly talented and hardworking though he may be, does not meet that requirement. This small boy has big dreams of reaching the highest class of  sumo, Hinoshita Kaisan. The only way he could possibly go pro is if he becomes the High School Yokozuna, a title given to the strongest wrestler in high school tournaments.  Ushio is under a lot of pressure, as well as a time limit. If he can't show off his skills in the high school tournaments, he may lose his chance to go pro permanently, and the odds are stacked against him. Instead of enrolling in Ishigami High, the best school for sumo in Japan, he enrolls in Odachi High and must build a sumo club from the ground up with the one devout member Shinya Ozeki. Odachi High is the true underdog of the sumo world, but Ushio has to push forward with all his strength if he is going to make it professionally.  [Written by MAL Rewrite]",7.52,1959,1927,129785,24,"['Sports', 'Combat Sports', 'School', 'Shounen']"
40861,Hakumei no Tsubasa,https://myanimelist.net/anime/40861/Hakumei_no_Tsubasa,"Galar is a region where Pokemon battles have developed into a cultural sensation. Over the span of seven episodes,   will show in detail the dreams of Galar's residents, the realities they face, the challenges they must overcome and the conflicts they must resolve. In addition to these new stories, fans can expect to see a variety of Pokemon originally discovered in the Galar region appearing in the capsule series.   (Source: Press Release)",7.52,1958,4992,23456,7,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']"
31552,Durarara!!x2 Ten: Onoroke Chakapoko,https://myanimelist.net/anime/31552/Durararax2_Ten__Onoroke_Chakapoko,"In spite of the mayhem that has been taking place in Ikebukuro, Shinra Kishitani and Celty Sturluson have decided to go on a short trip. Excited to finally be going out with the one he loves, the underground doctor makes it his priority to give Celty his undivided attention, even if it means rejecting phone calls from his good friend Izaya Orihara.  However, despite his hopes of having a peaceful holiday, Ikebukuro's various residents continue trying to reach him. Furthermore, just as Shinra begins to enjoy reminiscing about old memories on a carriage ride together with his beloved, Celty starts to notice a strange presence...  [Written by MAL Rewrite]",7.52,1957,3240,56130,1,"['Action', 'Mystery', 'Supernatural']"
36480,Drifters (OVA),https://myanimelist.net/anime/36480/Drifters_OVA,"Despite the Ends’ attack on Verlina being successfully repelled, the war has not yet ended. With the monster armies regrouping, the Black King tightens his grasp on the already conquered territory. New conflicts erupt all across Orte, as its remaining forces struggle to retain control over long-oppressed demi-human races.  While Ends grow more potent each day, Toyohisa Shimazu remains unconscious after heavy injuries suffered during the Battle of Verlina. Facing enemies on every side, humanity’s fate is still on a knife's edge.  [Written by MAL Rewrite]",7.52,1956,2582,84234,2,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Adult Cast', 'Gore', 'Historical', 'Isekai', 'Military', 'Samurai', 'Seinen']"
2676,Doraemon Movie 15: Nobita to Mugen Sankenshi,https://myanimelist.net/anime/2676/Doraemon_Movie_15__Nobita_to_Mugen_Sankenshi,"Tired of the daily life and being the weakest, slowest, and dumbest, Nobita seeks comfort in his dreams where, using Doraemon's tools, he sets out on a fantasy journey. But when Nobita's dream world gets threatened by an evil sorcerer, Nobita gathers his friends to join him in his dream to fight the evil as the Three Musketeers.  (Source: ANN)",7.52,1955,7428,8730,1,"['Adventure', 'Fantasy', 'Sci-Fi', 'Kids', 'Shounen']"
33988,Demi-chan wa Kataritai,https://myanimelist.net/anime/33988/Demi-chan_wa_Kataritai,"High school biology teacher Tetsuo Takahashi may look like your average everyday instructor, but beneath his gentle appearance lies something less ordinary: his fascination for the ""Ajin,"" more commonly known as ""Demi."" Although these half-human, half-monster beings have integrated into human society, Takahashi believes that much about them will remain unknown unless he interacts with them firsthand.    follows Takahashi's daily life in Shibasaki High School together with his three Demi students—Hikari Takanashi, an energetic vampire; Kyouko Machi, a gentle dullahan; and Yuki Kusakabe, the shy snow woman. Along the way, Takahashi also meets fellow teacher Sakie Satou, a succubus with an aversion towards men. To fulfill his goal of learning more about the Demi, Takahashi decides to conduct casual interviews with the girls to learn more about their abilities, psyche, and interaction with human society. As Takahashi strengthens his bond with his students, he soon discovers that the Demi are not as unusual as he initially believed.  [Written by MAL Rewrite]",7.52,1954,582,436179,12,"['Comedy', 'Fantasy', 'Mythology', 'School', 'Urban Fantasy', 'Seinen']"
8369,Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,https://myanimelist.net/anime/8369/Crayon_Shin-chan_Movie_18__Chou_Jikuu_Arashi_wo_Yobu_Ora_no_Hanayome,"Comical action adventure film set in the future world, like a dystopian science fiction. Shinnosuke's future fiancee, Tamiko Kaneari comes from the future via the time machine. She says her father Masuzo Kaneari captures adult Shinnosuke in the future world and they needs the power of Shinnosuke at age 5 to rescue him. She takes Shinnosuke and Kasukabe Defense Forces members to the future big city Neotokio, which is the world ruled by Masuzo Kaneari, the president of the electric power company Kaneari Electric.   (Source: Manabu Tsuribe)",7.52,1953,7643,8068,1,"['Adventure', 'Comedy', 'Sci-Fi', 'Seinen']"
3744,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,https://myanimelist.net/anime/3744/Crayon_Shin-chan_Movie_10__Arashi_wo_Yobu_Appare_Sengoku_Daikassen,"A full-scale historical drama set in the last days (the year 1574) of the Sengoku Era of feudal Japan. It is the story of the Nohara family, who has been transferred into the Sengoku Era by time warp, and a tragic love between a princess Ren Kasuga (a daughter of the feudal lord Kasuga at the Province of Musashi) and a samurai warrior Matabei Ijiri (a retainer of the Lord Kasuga).  (Source: Manabu Tsuribe)",7.52,1952,8248,6680,1,"['Award Winning', 'Drama', 'Romance', 'Historical', 'Samurai', 'Seinen']"
56165,Boukyaku Battery (TV),https://myanimelist.net/anime/56165/Boukyaku_Battery_TV,"Haruka Kiyomine and Kei Kaname were once recognized as the most formidable pitcher-catcher duo in middle school baseball. Known as the ""General,"" Kaname paired his expert strategies with Kiyomine's explosive pitches, crushing the dreams of many starry-eyed players who hoped to one day make it to the big leagues.  High school freshman Tarou Yamada is one such former player. Having given up on competing, he enrolls in Kotesashi High School—a completely average public school with no baseball team to speak of—where he discovers that his new classmates are the legendary pair who once destroyed his dreams. Adding to this shocking revelation, he learns that amnesia has reduced the once level-headed General to a vulgar class clown. Having lost all interest in baseball, Kaname dragged a disappointed Kiyomine to Kotesashi simply because the school was close to where they live.  As Kotesashi forms a fledgling baseball club, Yamada meets other players he once admired who also left baseball behind. While they might be unwilling now, Yamada believes that if he can convince such talented athletes to start playing again, it might be possible to achieve their dreams and win the national championship—as long as they can put up with Kaname's incessant joking.  [Written by MAL Rewrite]",7.52,1951,3595,46809,12,"['Comedy', 'Sports', 'School', 'Team Sports', 'Shounen']"
37996,Asobi Asobase: Cosplay Taikai/Otona no Watashi e,https://myanimelist.net/anime/37996/Asobi_Asobase__Cosplay_Taikai_Otona_no_Watashi_e,"After getting permission to show their film at the cultural festival, the Pastime Club fervently discusses what they plan to wear for the big event. The conversation soon takes to the next level, and the three girls begin to put their costume ideas to the test.  The Film Studies Club decides to write letters to their future selves in 15 years on the Macintosh computer donated by Chisato Higuchi's father. Despite setting ambitious goals and promises, reality turns out different than they expected.  [Written by MAL Rewrite]",7.52,1949,3341,53271,1,"['Comedy', 'Gag Humor', 'School', 'Seinen']"
6372,Higashi no Eden Movie I: The King of Eden,https://myanimelist.net/anime/6372/Higashi_no_Eden_Movie_I__The_King_of_Eden,"After preventing Japan's destruction, Akira Takizawa made one final request to become the ""King of Japan,"" before he erased his memories once again and disappeared. Leaving Saki Morimi with his cellphone, the only clue she has in regards to Akira's whereabouts is the message, ""I'll be waiting where our journey started.""  Six months later, rumors have spread about Akira, and Saki's search leads her to New York City. However, Saki is not the only person who goes to investigate—with several billion yen burning a hole in their pockets and a challenge to ""save Japan,"" the remaining Seleção are not far behind. Some are willing to help Akira achieve his goals, but a few are making dangerous moves in order to eliminate him and achieve their own picture of a better Japan. With rising stakes and new revelations, the game is still on.  [Written by MAL Rewrite]",7.53,1948,1504,176334,1,"['Mystery', 'Romance', 'Sci-Fi', 'Suspense', 'Adult Cast', 'Psychological']"
2405,Hello! Lady Lynn,https://myanimelist.net/anime/2405/Hello_Lady_Lynn,"This is the second series of Lady Lady. Every year at Lynn's school, an honorable “Lady Quest” is given to the most sophisticated lady. Lynn strives to receive this honor.  (Source: Toei Animation)",7.53,1947,9330,4871,36,"['Drama', 'Shoujo']"
14131,Girls & Panzer,https://myanimelist.net/anime/14131/Girls___Panzer,"""Senshadou"" is a traditional sport using World War II era tanks in elimination-based matches. Widely practiced by women and girls alike, it's advertised as a form of art geared towards making ladies more prominent in culture and appealing to men. Becoming a worldwide phenomenon over time, the influence of senshadou leads to the creation of a world championship which will soon be held in Japan.  Miho Nishizumi, who comes from a lineage of well-respected senshadou specialists, is at odds with the sport after a traumatic event led to her retirement and eventually a rift to form between her and her family. To steer clear of the practice as much as possible, she transfers to Ooarai Girls Academy where the senshadou program has been abolished. However, with the news of the upcoming championships, the school revives their tankery program, and Miho is pushed into joining.  Now, with the aid of some new friends, she must overcome her past and once again take command of a squadron of tanks in an effort to save her school from closure, all while proving to her family that the Nishizumi-style of senshadou is not solely about victory.  [Written by MAL Rewrite]",7.53,1946,822,325522,12,"['Action', 'CGDCT', 'Military', 'School']"
1301,Ginga Tetsudou 999 (Movie),https://myanimelist.net/anime/1301/Ginga_Tetsudou_999_Movie,"Tetsurou Hoshino is a boy bent on obtaining an immortal mechanical body in order to take revenge against his mother's murderer, the machine man Count Mecha. However, due to the incredible cost of obtaining what he seeks, his only hope is to steal a boarding pass for the Galaxy Express 999, a space train that travels across the galaxy and whose final stop is a planet where the metal replacements are provided for free. After swiping a pass, Tetsurou is pursued by the police and ends up collapsing into the arms of a mysterious woman named Maetel, who closely resembles his mother. Once he awakens, she tells the boy that she will provide him entry onto the 999 as long as he agrees to travel with her. Accepting her proposition, Tetsurou boards the cosmic railway with Maetel and begins a journey across the galaxy.  [Written by MAL Rewrite]",7.53,1945,5052,22803,1,"['Adventure', 'Drama', 'Fantasy', 'Sci-Fi', 'Space']"
7661,Giant Killing,https://myanimelist.net/anime/7661/Giant_Killing,"East Tokyo United (ETU) has been struggling in Japan's top soccer league for the past few years. It has taken everything they have just to avoid relegation. To make matters even worse, the team has lost five matches in a row, leading to abysmal team morale. Even the fans are beginning to abandon them, and rumors hint that the home ground municipality is going to withdraw their support. With countless coaches fired and poor financial choices in hiring players, it is a downward spiral for ETU.  The board of directors, under pressure from general manager Kousei Gotou, takes a gamble and hires a new coach—the slightly eccentric Takeshi Tatsumi. Though considered a great soccer player when he was younger, Tatsumi abandoned ETU years ago. However, since then, he has proven himself successful as the manager of one of England's lower division amateur teams.  Tatsumi's task won't be easy; ETU fans call him a traitor, and the team is pitted against others with larger budgets and better players. Yet even the underdog can take down a goliath, and Tatsumi claims he is an expert at giant killing.  [Written by MAL Rewrite]",7.53,1944,2777,74312,26,"['Drama', 'Sports', 'Adult Cast', 'Team Sports', 'Seinen']"
129,Gensoumaden Saiyuuki,https://myanimelist.net/anime/129/Gensoumaden_Saiyuuki,"Many years ago, humans and demons lived in harmony. But that unity ended when demons started attacking humans and plotted a mission to unleash Gyumao—an evil demon imprisoned for thousands of years. Now, Genjo Sanzo, a rogue priest, must team up with three demons—Sha Gojyo, Son Goku, and Cho Hakkai—and embark on a perilous journey to the west to stop these demons from resurrecting Gyumao and restore the balance between humans and demons on Earth.  (Source: ANN)",7.53,1943,3176,58267,50,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mythology', 'Shounen']"
28539,Garo Movie: Divine Flame,https://myanimelist.net/anime/28539/Garo_Movie__Divine_Flame,"Leon, who has succeeded the name of Golden Knight ""GARO,"" devotes himself to train a young Makai Knight for the next generation, together with Prince Alfonso of the Valiante Kingdom. Then, they receive an order to exterminate the most beautiful Horror in the world which resides in a neighboring country ""Vazelia."" At the same time, a young Makai Knight for the next generation is kidnapped by an unknown person. Leon desperately follows them, only to find that he is surrounded by his enemies at a dead end. Then, a Makai Knight Dario who was supposed to be missing for some time suddenly appears and rescues him. Under his guidance, Leon is led to the town where he meets up a totally unexpected person.  (Source: ANN)",7.53,1942,4790,25937,1,"['Action', 'Fantasy']"
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,https://myanimelist.net/anime/28121/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka,"Life in the bustling city of Orario is never dull, especially for Bell Cranel, a naive young man who hopes to become the greatest adventurer in the land. After a chance encounter with the lonely goddess, Hestia, his dreams become a little closer to reality. With her support, Bell embarks on a fantastic quest as he ventures deep within the city's monster-filled catacombs, known only as the ""Dungeon."" Death lurks around every corner in the cavernous depths of this terrifying labyrinth, and a mysterious power moves amidst the shadows.  Even on the surface, survival is a hard-earned privilege. Indeed, nothing is ever certain in a world where gods and humans live and work together, especially when they often struggle to get along. One thing is for sure, though: a myriad of blunders, triumphs and friendships awaits the dauntlessly optimistic protagonist of this herculean tale.  [Written by MAL Rewrite]",7.53,1941,76,1622082,13,"['Action', 'Adventure', 'Fantasy']"
4182,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,https://myanimelist.net/anime/4182/Darker_than_Black__Kuro_no_Keiyakusha_-_Sakura_no_Hana_no_Mankai_no_Shita,"A side-story of  , also called Episode 26, that takes place during the events of  .   The Syndicate has another job for Hei and his team. This assignment involves the sought after possessions of a dead contractor, which are believed to have been buried beneath a cherry tree. Meanwhile, Misaki Kirihara and her team plan a trip to the Cherry Blossom festival.  [Written by MAL Rewrite]",7.53,1940,1754,145542,1,"['Comedy', 'Parody']"
38410,Cike Wu Liuqi Fanwai,https://myanimelist.net/anime/38410/Cike_Wu_Liuqi_Fanwai,Extra episodes of Killer Seven.,7.53,1939,4549,29215,4,"['Action', 'Comedy', 'Drama', 'Mystery', 'Romance', 'Martial Arts', 'Super Power']"
49613,Chiyu Mahou no Machigatta Tsukaikata,https://myanimelist.net/anime/49613/Chiyu_Mahou_no_Machigatta_Tsukaikata,"Ken Usato, an ordinary high schooler, wishes for something fantastical to occur in his unremarkable life. Such an opportunity arrives when he is transported to another world alongside Kazuki Ryuusen and Suzune Inukami, two prodigious members of his school's student council. Arriving in Llinger Kingdom, the three are deemed to be the heroes tasked with stopping the impending invasion by the Demon Lord's army. However, this is a misunderstanding—Usato was summoned by accident and, unlike his two friends, is not one of the heroes.  Despite this disheartening revelation, Usato learns that he has an aptitude for the extremely rare healing magic. This catches the attention of Rose, the intimidating captain of the kingdom's Rescue Team, who forcibly takes custody of Usato to mold him into a full-fledged healer. As he undergoes grueling training under Rose's supervision, Usato resolves to become capable enough to protect his friends from the dangers of this world.  [Written by MAL Rewrite]",7.53,1938,908,296886,13,"['Action', 'Adventure', 'Fantasy', 'Isekai']"
2214,Black Jack 21,https://myanimelist.net/anime/2214/Black_Jack_21,"No direct-relation sequel to original Black Jack. Black Jack attempts to find out the conspiracy, of why he was involved in the bombfield accident that killed his mother, while he uncovers secrets of Organization and Project ""Noir"", which, his father and other famous doctors were involved in...",7.53,1937,5986,14716,17,"['Action', 'Drama', 'Medical', 'Shounen']"
67,Basilisk: Kouga Ninpou Chou,https://myanimelist.net/anime/67/Basilisk__Kouga_Ninpou_Chou,"For centuries, the Iga and Kouga ninja clans have engaged in a bitter war. But when a ceasefire is ordered by the powerful warlord Ieyasu Tokugawa, the two clans are forced to put down their arms.  Years later, Gennosuke Kouga, heir of the Kouga clan, and Oboro Iga, heir of the Iga clan, have fallen in love. Through marriage, both heirs aim to bring peace to the clans. But their hopes are dashed when flames of rivalry between their clans are reignited, and they are dragged into another war.  Ieyasu's two grandsons have both claimed to be the next heir to the shogunate. To resolve this dispute, both the Kouga and Iga are ordered to send their 10 best warriors to fight in a bloody battle royale, with each clan representing one of the potential shogunate heirs. Two scrolls with the names of the fighters are given and are to be marked in blood upon the given fighter's death. The prize for winning is the favor of the Tokugawa shogunate for a thousand years. Torn between their love for each other and duty to their clans, Gennosuke and Oboro must ultimately decide the fate of their clans.  [Written by MAL Rewrite]",7.53,1936,1340,199768,24,"['Action', 'Drama', 'Romance', 'Adult Cast', 'Gore', 'Historical', 'Martial Arts', 'Samurai', 'Seinen']"
39555,Baki: Dai Raitaisai-hen,https://myanimelist.net/anime/39555/Baki__Dai_Raitaisai-hen,"Weakened by the poison from his last battle, Baki Hanma finds himself on the verge of death with no salvation in sight. However, after Baki's friend, Retsu Kaiou, brings him to China, he learns about the centurial Raitai Tournament, where the fiercest warriors fight to be crowned as the strongest martial artist in all of China.   As it is now allowing entry to foreigners, Baki is informed that he will have to compete in the tournament as it holds the cure to his illness. Unfortunately, Baki's father, deemed the ""Strongest Creature on Earth,"" is participating too.   details the events of the grand Chinese tournament, as well as Baki's encounter with the eccentric yet powerful Mohammad Alai Jr.  [Written by MAL Rewrite]",7.53,1935,1179,230188,13,"['Sports', 'Combat Sports', 'Gore', 'Shounen']"
32828,Amaama to Inazuma,https://myanimelist.net/anime/32828/Amaama_to_Inazuma,"Since the death of his wife, Kouhei Inuzuka has been caring for his young daughter Tsumugi to the best of his abilities. However, with his lack of culinary knowledge and his busy job as a teacher, he is left relying on ready-made meals from convenience stores to feed the little girl. Frustrated at his own incapability to provide a fresh, nutritious meal for his daughter, Kouhei takes up an offer from his student, Kotori Iida, to come have dinner at her family's restaurant. But on their very first visit, the father and daughter discover that the restaurant is often closed due to Kotori's mother being away for work and that Kotori often eats alone. After much pleading from his pupil, Kouhei decides to continue to go to the restaurant with Tsumugi to cook and share delicious homemade food with Kotori.    follows the heartwarming story of a caring father trying his hardest to make his adorable little daughter happy, while exploring the meanings and values behind cooking, family, and the warm meals at home that are often taken for granted.  [Written by MAL Rewrite]",7.53,1934,792,337105,12,"['Gourmet', 'Slice of Life', 'Childcare', 'Iyashikei', 'Seinen']"
880,Aa! Megami-sama! Sorezore no Tsubasa,https://myanimelist.net/anime/880/Aa_Megami-sama_Sorezore_no_Tsubasa,"One year after goddess Belldandy emerged from Keiichi Morisato's mirror and promised to stay with him forever, a new threat to their happiness emerges, one that could end the contract between Belldandy and Keiichi.",7.53,1933,2885,69823,22,"['Comedy', 'Romance', 'Supernatural', 'Harem', 'Seinen']"
304,Aa! Megami-sama! Movie,https://myanimelist.net/anime/304/Aa_Megami-sama_Movie,"For centuries, a god named Celestin has been imprisoned on the moon for betraying the kingdom of Yggdrasil. Released by the fairy Morgan Le Fey, Celestin travels to Earth to reunite with his former pupil, the goddess Belldandy. Things go awry as Celestin erases Belldandy's memories of her boyfriend Keiichi and uses her as a catalyst to wreak havoc on Earth and Yggdrasil.",7.53,1932,3685,44853,1,"['Comedy', 'Romance', 'Supernatural', 'Seinen']"
23135,PriPara,https://myanimelist.net/anime/23135/PriPara,"Every little girl waits for the day she'll get her special ticket, one that will grant her entry into the world of PriPara (Prism Paradise). PriPara is a world of music, fashion, and daily auditions for a chance to become a pop idol. Laala Manaka's friends and classmates aspire to become idols, but her school forbids elementary school students from participating in the idol competitions.  Luckily, Laala is only interested in watching the idol shows. Yet somehow despite all this, she manages to bumble her way into the PriPara world, and debut as a fresh new talent. After being told all her life that she's too loud, Laala has finally found a place where she can be as loud as she wants and sing from her heart.  And not only that, but there's a possibility that she might be the legendary Prism Voice. Adventure, fashion, and music awaits as Laala climbs her way to the top, on her way to become the cutest and most beloved pop idol in the world of PriPara!",7.53,1931,4929,24266,140,"['Slice of Life', 'Idols (Female)', 'Music', 'School']"
37807,Princess Principal: Crown Handler 1,https://myanimelist.net/anime/37807/Princess_Principal__Crown_Handler_1,"A failed assassination attempt on the Kingdom of Albion's queen causes spies on all sides to be questioned on their loyalty to their respective alliances. Amid the increasing tensions, Ange le Carré, Dorothy, Charlotte, and Chise Toudou have returned with a new assignment: to collect an antique bookstore owner held captive at the kingdom's prison. However, this simple mission is soon followed by fear when Control assigns the team to investigate a suspected double agent within the royal family.   Ange and the other members of Team White Pigeon must face betrayal and bloodshed as they attempt to make contact with another spy while aware of only one thing: their codename, Bishop.  [Written by MAL Rewrite]",7.53,1930,3654,45539,1,"['Action', 'Mystery', 'Historical']"
50663,Poputepipikku 2nd Season,https://myanimelist.net/anime/50663/Poputepipikku_2nd_Season,"High school girl duo Popuko and Pipimi are back and more unhinged than ever after their initial efforts to create a full-fledged anime production were met with a great reception. With no regard for their audience, they continue to live their reckless everyday lives consisting of comedy skits and parodies of epic proportions. No one is immune to the effects of their antics—including hapless live actor Shouta Aoi, who is on the run and stuck trying to be a hero in the wrong series.  [Written by MAL Rewrite]",7.53,1929,3500,48837,11,"['Comedy', 'Gag Humor', 'Parody']"
37407,Penguin Highway,https://myanimelist.net/anime/37407/Penguin_Highway,"For a child, Aoyama has knowledge comparable to an adult. As such, he is often teased by his classmates. He also has a crush on the friendly woman he recently met at a dental office. One morning, penguins start mysteriously appearing around his neighborhood. Nobody knows where they came from and how they managed to get there. Aoyama is determined to find out more, and he joins his new crush in researching the penguins.  As time passes, they discover a levitating sphere which they nickname ""The Sea."" Whatever goes into The Sea does not come back out, and the only things that can destroy it are the penguins. However, something horrifying is created when the penguins do...    follows Aoyama and the woman's research on the mysterious penguins' origin, as well as the many difficulties Aoyama faces throughout his investigation.  [Written by MAL Rewrite]",7.53,1928,2295,101231,1,"['Fantasy', 'Mystery', 'Sci-Fi']"
